gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_0.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_1.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_10.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_100.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_101.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_102.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_103.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_104.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_105.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_106.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_107.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_108.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_109.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_11.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_110.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_111.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_112.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_113.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_114.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_115.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_116.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_117.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_118.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_119.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_12.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_120.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_121.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_122.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_123.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_124.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_125.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_126.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_127.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_128.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_129.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_13.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_130.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_131.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_132.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_133.jpg,bad
gs://datasets-c4ds/lemon-quality/bad_quality/bad_quality_134.jpg,bad
